iter	RMSE
402	11.61851087
403	11.61741289
404	11.61699655
405	11.61584148
406	11.61473496
407	11.61417702
408	11.6135129
409	11.6126421
410	11.61225545
411	11.61127377
412	11.61073087
413	11.60966985
414	11.60912633
415	11.60857052
416	11.60757497
417	11.60712015
418	11.60649495
419	11.60520449
420	11.60378846
421	11.60333629
422	11.60296568
423	11.60245426
424	11.60199918
425	11.60142662
426	11.6009
427	11.60010219
428	11.59940501
429	11.59916911
430	11.59858266
431	11.59805821
432	11.59673007
433	11.596422
434	11.59589218
435	11.59472709
436	11.59315694
437	11.59220541
438	11.59160496
439	11.59116081
440	11.59092092
441	11.59028852
442	11.58966917
443	11.58916945
444	11.58854598
445	11.58814802
446	11.58717706
447	11.58661723
448	11.58612693
449	11.58509204
450	11.58464085
451	11.58381457
452	11.58302751
453	11.58250063
454	11.58235784
455	11.58192652
456	11.58112323
457	11.58071056
458	11.57989254
459	11.57942272
460	11.57872886
461	11.57790794
462	11.57718624
463	11.57688452
464	11.5764634
465	11.57619591
466	11.57570728
467	11.57491647
468	11.57446622
469	11.5740281
470	11.57304229
471	11.5726993
472	11.57199962
473	11.57160894
474	11.57123477
475	11.57058499
476	11.57009557
477	11.56962202
478	11.56921024
479	11.56878963
480	11.56785429
481	11.56698005
482	11.56605745
483	11.56482868
484	11.56416094
485	11.56393076
486	11.56306089
487	11.56221296
488	11.56188579
489	11.56125801
490	11.56089852
491	11.56025909
492	11.55945783
493	11.55906843
494	11.55871686
495	11.55835399
496	11.55806487
497	11.55724209
498	11.55699164
499	11.55671925
500	11.55619779
501	11.55514315
502	11.55471516
503	11.55444959
504	11.55371149
505	11.55334698
506	11.5528211
507	11.55245316
508	11.55210302
509	11.55185089
510	11.55090159
511	11.55001132
512	11.54960867
513	11.54880075
514	11.54803513
515	11.54784249
516	11.5475315
517	11.5470167
518	11.54660206
519	11.54628668
520	11.54596724
521	11.54548087
522	11.54499933
523	11.54488263
524	11.54456353
525	11.54374379
526	11.54340909
527	11.54294018
528	11.54261698
529	11.54217599
530	11.54193528
531	11.54169612
532	11.54116493
533	11.54085221
534	11.54033144
535	11.53989722
536	11.53927205
537	11.53854064
538	11.53786982
539	11.53737778
540	11.53678794
541	11.53614217
542	11.53590551
543	11.53544509
544	11.53528409
545	11.53494591
546	11.5344096
547	11.53418914
548	11.53386324
549	11.53323316
550	11.53273919
551	11.53213681
552	11.53172266
553	11.53094808
554	11.53070156
555	11.53015188
556	11.53000222
557	11.5294533
558	11.52920592
559	11.52895809
560	11.5286845
561	11.52849749
562	11.52824833
563	11.52770091
564	11.52713901
565	11.52661071
566	11.52649101
567	11.5263628
568	11.5258585
569	11.52535364
570	11.52506564
571	11.52452377
572	11.5241263
573	11.52371471
574	11.52348075
575	11.52331455
576	11.52320558
577	11.52270895
578	11.52256698
579	11.522388
580	11.52220915
581	11.52174514
582	11.52154952
583	11.52140826
584	11.52081328
585	11.52056204
586	11.5204009
587	11.52016209
588	11.51987855
589	11.51978751
590	11.51957907
591	11.51916127
592	11.51894144
593	11.51878924
594	11.51839668
595	11.51802535
596	11.51756079
597	11.51710542
598	11.5167828
599	11.51648043
600	11.51595416
601	11.51577576
602	11.51550357
603	11.51503986
604	11.51475961
605	11.51440725
606	11.51403901
607	11.513688
608	11.5135092
609	11.51301148
610	11.51277232
611	11.51250428
612	11.51225845
613	11.51194929
614	11.51171385
615	11.51144292
616	11.51104082
617	11.51085798
618	11.51050468
619	11.51039706
620	11.50998811
621	11.50959717
622	11.50948839
623	11.50894208
624	11.50878709
625	11.50865206
626	11.50841136
627	11.50807095
628	11.50761115
629	11.50742654
630	11.50725767
631	11.50702584
632	11.50662225
633	11.50652496
634	11.50611717
635	11.50584877
636	11.50568296
637	11.50544151
638	11.50511389
639	11.50485995
640	11.50456089
641	11.50440681
642	11.50420644
643	11.50403894
644	11.50372322
645	11.50355975
646	11.50326347
647	11.50313642
648	11.50275176
649	11.50238142
650	11.50211741
651	11.5019683
652	11.50180945
653	11.50147121
654	11.50112607
655	11.50094106
656	11.50062122
657	11.50044667
658	11.50027633
659	11.50013322
660	11.49992786
661	11.49961286
662	11.49922457
663	11.49897895
664	11.49879906
665	11.4985913
666	11.4984552
667	11.49830885
668	11.49812001
669	11.49781262
670	11.49759296
671	11.49744404
672	11.49732364
673	11.49703313
674	11.49674201
675	11.49653734
676	11.49641131
677	11.49627899
678	11.49598694
679	11.49584299
680	11.4956912
681	11.49543189
682	11.49518041
683	11.49499843
684	11.49477472
685	11.49465406
686	11.49452902
687	11.49440484
688	11.4942618
689	11.49416315
690	11.49385007
691	11.49354131
692	11.49332681
693	11.49320905
694	11.49314546
695	11.49302953
696	11.49274527
697	11.49248214
698	11.49235928
699	11.49215433
700	11.49192122
701	11.49183308
702	11.49163653
703	11.49144609
704	11.49130655
705	11.49110559
706	11.4908174
707	11.49065009
708	11.4905379
709	11.49045608
710	11.49013532
711	11.4899412
712	11.48974016
713	11.48953302
714	11.48938894
715	11.48924674
716	11.48896749
717	11.48883224
718	11.4884928
719	11.48832152
720	11.48812843
721	11.48790827
722	11.48771052
723	11.48757598
724	11.48751165
725	11.48725993
726	11.48716877
727	11.48704623
728	11.48697612
729	11.48684521
730	11.48660443
731	11.48638375
732	11.48620883
733	11.48608169
734	11.48596996
735	11.48575124
736	11.48565295
737	11.48545411
738	11.48539788
739	11.48513551
740	11.48492736
741	11.48485531
742	11.48462529
743	11.48445985
744	11.48434174
745	11.48412256
746	11.48400902
747	11.48384979
748	11.48377872
749	11.48353106
750	11.48342257
751	11.48323538
752	11.48306323
753	11.48297773
754	11.48281047
755	11.48269941
756	11.48263225
757	11.48244646
758	11.48234868
759	11.48224915
760	11.4820833
761	11.48202292
762	11.48177901
763	11.48160011
764	11.48154193
765	11.48141952
766	11.48114669
767	11.48102402
768	11.48089123
769	11.48068432
770	11.48046639
771	11.48030237
772	11.48013693
773	11.47995059
774	11.47976986
775	11.47972355
776	11.4796292
777	11.47943992
778	11.47937878
779	11.4792192
780	11.47902613
781	11.47878681
782	11.47865217
783	11.47859641
784	11.47850613
785	11.47829692
786	11.47824084
787	11.47813615
788	11.47799734
789	11.47781318
790	11.47773904
791	11.47759846
792	11.47747333
793	11.47733177
794	11.47725125
795	11.47708208
796	11.47699406
797	11.47683673
798	11.47668813
799	11.47658355
800	11.47653654
801	11.47644539
802	11.47630877
803	11.47616096
804	11.47600466
805	11.47595987
806	11.47589952
807	11.47572349
808	11.47564228
809	11.47550068
810	11.4753953
811	11.47533855
812	11.47523027
813	11.47515379
814	11.47507379
815	11.47501742
816	11.47489232
817	11.47479049
818	11.4746159
819	11.47448326
820	11.47435373
821	11.47419833
822	11.47405915
823	11.47399296
824	11.4739022
825	11.47381638
826	11.47372759
827	11.47365326
828	11.47355267
829	11.4734128
830	11.47332873
831	11.47320436
832	11.47313586
833	11.47298298
834	11.47294672
835	11.47282157
836	11.47267819
837	11.47263932
838	11.4724856
839	11.47241594
840	11.47231565
841	11.47226006
842	11.47218953
843	11.47210945
844	11.47204916
845	11.47196265
846	11.47189491
847	11.47176858
848	11.47163897
849	11.47151093
850	11.471465
851	11.47143278
852	11.47138018
853	11.47124048
854	11.47113596
855	11.47107789
856	11.47103282
857	11.47100446
858	11.47093418
859	11.47089042
860	11.47079031
861	11.47064988
862	11.47059136
863	11.47051128
864	11.47043932
865	11.47035539
866	11.47023785
867	11.47014758
868	11.47008906
869	11.4700541
870	11.46999389
871	11.46987221
872	11.46981078
873	11.46975851
874	11.46962139
875	11.46959265
876	11.46953535
877	11.46943015
878	11.46935519
879	11.46929334
880	11.46921134
881	11.46917578
882	11.46905853
883	11.46895107
884	11.46886473
885	11.46871981
886	11.46863944
887	11.46849378
888	11.46839217
889	11.46829358
890	11.46823765
891	11.46815262
892	11.46805529
893	11.46797942
894	11.46785563
895	11.46781774
896	11.46771481
897	11.46761354
898	11.46752745
899	11.46745661
900	11.467403
901	11.4673618
902	11.46729444
903	11.46723819
904	11.46718733
905	11.46709759
906	11.46704242
907	11.46699136
908	11.46692964
909	11.46684265
910	11.46679524
911	11.4666849
912	11.46662776
913	11.46657368
914	11.46645401
915	11.4664014
916	11.46629752
917	11.46625043
918	11.46615696
919	11.46607277
920	11.46601996
921	11.46595583
922	11.46590677
923	11.4658618
924	11.46580824
925	11.46573445
926	11.4656614
927	11.4656133
928	11.46555674
929	11.46544089
930	11.4653683
931	11.46534232
932	11.46528511
933	11.46520553
934	11.4651508
935	11.46506287
936	11.46497287
937	11.4648795
938	11.4648331
939	11.46475271
940	11.4647011
941	11.46463396
942	11.46456546
943	11.46453627
944	11.46450997
945	11.46448533
946	11.4644134
947	11.46435289
948	11.46430802
949	11.46425079
950	11.46421167
951	11.46412592
952	11.46408431
953	11.46406042
954	11.46400594
955	11.46394737
956	11.4638412
957	11.46376389
958	11.46372221
959	11.46368495
960	11.46365914
961	11.46361967
962	11.46359466
963	11.46356662
964	11.46350239
965	11.46342093
966	11.46336987
967	11.46330575
968	11.4632664
969	11.46321805
970	11.46317858
971	11.46315303
972	11.46308038
973	11.46303315
974	11.46298242
975	11.46290993
976	11.46284259
977	11.4627514
978	11.46270955
979	11.4626742
980	11.4625866
981	11.46250028
982	11.46245469
983	11.46243013
984	11.46235931
985	11.46230896
986	11.4622437
987	11.46221312
988	11.46216523
989	11.46210325
990	11.4620057
991	11.46196516
992	11.46192942
993	11.46188128
994	11.46183028
995	11.46178486
996	11.46175334
997	11.46172322
998	11.46165442
999	11.46160331
